State_Name,Year,month,Assembly_No,DelimID,Constituency_No,Poll_No,Position,Candidate,Sex,Party,Votes,Age,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,District_Name,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin_Percentage,ENOP,pid
Mizoram,2008,12,10,4,31,0,3,H. LALTHANSANGA,M,IND,1765,42,ST,9795,12358,LUNGLEI EAST,ST,LUNGLEI,NA,4,79.26,18.02,no,11.31,3.12,IND
Mizoram,2008,12,10,4,31,0,4,VANNEIA HNAMTE,M,ZNP,657,53,ST,9795,12358,LUNGLEI EAST,ST,LUNGLEI,NA,4,79.26,6.71,yes,0,3.12,ZNP
Mizoram,2008,12,10,4,32,0,1,DR. R. LALTHANGLIANA,M,MNF,4156,51,ST,10177,12334,LUNGLEI WEST,ST,LUNGLEI,NA,3,82.51,40.84,no,7.1,2.94,MNF
Mizoram,2008,12,10,4,32,0,2,J. LAWMZUALA,M,INC,3433,64,ST,10177,12334,LUNGLEI WEST,ST,LUNGLEI,NA,3,82.51,33.73,no,8.3,2.94,INC
Mizoram,2008,12,10,4,32,0,3,C.ZOKHUMA,M,MPC,2588,45,ST,10177,12334,LUNGLEI WEST,ST,LUNGLEI,NA,3,82.51,25.43,no,0,2.94,MPC
Mizoram,2008,12,10,4,33,0,1,S. LALDINGLIANA,M,INC,5276,54,ST,11846,14392,LUNGLEI SOUTH,ST,LUNGLEI,NA,5,82.31,44.54,no,8.79,2.78,INC
Mizoram,2008,12,10,4,33,0,2,Z.H ROPUIA,M,MNF,4235,45,ST,11846,14392,LUNGLEI SOUTH,ST,LUNGLEI,NA,5,82.31,35.75,no,17.48,2.78,MNF
Mizoram,2008,12,10,4,33,0,3,SAITLAWMA,M,ZNP,2164,65,ST,11846,14392,LUNGLEI SOUTH,ST,LUNGLEI,NA,5,82.31,18.27,no,17.27,2.78,ZNP
Mizoram,2008,12,10,4,33,0,4,VANLALHRUAIA HAUHULH,M,IND,118,26,ST,11846,14392,LUNGLEI SOUTH,ST,LUNGLEI,NA,5,82.31,1,yes,0.55,2.78,IND
Mizoram,2008,12,10,4,33,0,5,LALTHUAMMAWII,F,LJP,53,25,ST,11846,14392,LUNGLEI SOUTH,ST,LUNGLEI,NA,5,82.31,0.45,yes,0,2.78,LJP
Mizoram,2008,12,10,4,34,0,1,ZODINTLUANGA,M,INC,4442,46,ST,9592,11021,THORANG,ST,LUNGLEI,NA,5,87.03,46.31,no,19.07,3.12,INC
Mizoram,2008,12,10,4,34,0,2,LALNUNTLUANGA SAILO,M,MNF,2613,42,ST,9592,11021,THORANG,ST,LUNGLEI,NA,5,87.03,27.24,no,10.26,3.12,MNF
Mizoram,2008,12,10,4,34,0,3,ZOTHANPUIA SAILO,M,IND,1629,33,ST,9592,11021,THORANG,ST,LUNGLEI,NA,5,87.03,16.98,no,8.22,3.12,IND
Mizoram,2008,12,10,4,34,0,4,PARITOSH CHAKMA,M,IND,841,26,ST,9592,11021,THORANG,ST,LUNGLEI,NA,5,87.03,8.77,yes,8.07,3.12,IND
Mizoram,2008,12,10,4,34,0,5,B.N LALIT CHAKMA,M,LJP,67,40,ST,9592,11021,THORANG,ST,LUNGLEI,NA,5,87.03,0.7,yes,0,3.12,LJP
Mizoram,2008,12,10,4,35,0,1,NIHAR KANTI,M,INC,5052,37,ST,8906,10418,WEST TUIPUI,ST,LUNGLEI,NA,4,85.49,56.73,no,17.29,2.08,INC
Mizoram,2008,12,10,4,35,0,2,ALAK BIKASH CHAKMA,M,MNF,3512,41,ST,8906,10418,WEST TUIPUI,ST,LUNGLEI,NA,4,85.49,39.43,no,37.28,2.08,MNF
Mizoram,2008,12,10,4,35,0,3,SURATH KUMAR CHAKMA,M,BJP,192,60,ST,8906,10418,WEST TUIPUI,ST,LUNGLEI,NA,4,85.49,2.16,yes,0.47,2.08,BJP
Mizoram,2008,12,10,4,35,0,4,RUPEN CHAKMA,M,LJP,150,37,ST,8906,10418,WEST TUIPUI,ST,LUNGLEI,NA,4,85.49,1.68,yes,0,2.08,LJP
Mizoram,2008,12,10,4,36,0,1,NIRUPAM CHAKMA,M,INC,10421,47,ST,18463,22089,TUICHAWNG,ST,LAWNGTLAI,NA,4,83.58,56.44,no,16.86,2.08,INC
Mizoram,2008,12,10,4,36,0,2,RASIK MOHAN CHAKMA,M,MNF,7309,38,ST,18463,22089,TUICHAWNG,ST,LAWNGTLAI,NA,4,83.58,39.59,no,37.23,2.08,MNF
Mizoram,2008,12,10,4,36,0,3,LAXMI BIKASH CHAKMA,M,BJP,435,40,ST,18463,22089,TUICHAWNG,ST,LAWNGTLAI,NA,4,83.58,2.36,yes,0.74,2.08,BJP
Mizoram,2008,12,10,4,36,0,4,D.K. THANGA,M,LJP,298,26,ST,18463,22089,TUICHAWNG,ST,LAWNGTLAI,NA,4,83.58,1.61,yes,0,2.08,LJP
Mizoram,2008,12,10,4,37,0,1,C. RAMHLUNA,M,MNF,6086,57,ST,16918,19952,LAWNGTLAI WEST,ST,LAWNGTLAI,NA,6,84.79,35.97,no,4.73,3.7,MNF
Mizoram,2008,12,10,4,37,0,2,LH. CHHUANAWMA,M,INC,5286,38,ST,16918,19952,LAWNGTLAI WEST,ST,LAWNGTLAI,NA,6,84.79,31.24,no,15.73,3.7,INC
Mizoram,2008,12,10,4,37,0,3,H. VANLALTHALIANA,M,IND,2625,42,ST,16918,19952,LAWNGTLAI WEST,ST,LAWNGTLAI,NA,6,84.79,15.52,yes,1.25,3.7,IND
Mizoram,2008,12,10,4,37,0,4,J.B. RUALCHHINGA,M,IND,2413,52,ST,16918,19952,LAWNGTLAI WEST,ST,LAWNGTLAI,NA,6,84.79,14.26,yes,12.65,3.7,IND
Mizoram,2008,12,10,4,37,0,5,F. HRANGKHUMA,M,BJP,273,61,ST,16918,19952,LAWNGTLAI WEST,ST,LAWNGTLAI,NA,6,84.79,1.61,yes,0.22,3.7,BJP
Mizoram,2008,12,10,4,37,0,6,LALREMRUATA,M,LJP,235,25,ST,16918,19952,LAWNGTLAI WEST,ST,LAWNGTLAI,NA,6,84.79,1.39,yes,0,3.7,LJP
Mizoram,2008,12,10,4,38,0,1,H. ZOTHANGLIANA,M,INC,6294,39,ST,15189,19412,LAWNGTLAI EAST,ST,LAWNGTLAI,NA,6,78.25,41.44,no,6,2.86,INC
Mizoram,2008,12,10,4,38,0,2,H. RAMMAWI,M,MNF,5383,54,ST,15189,19412,LAWNGTLAI EAST,ST,LAWNGTLAI,NA,6,78.25,35.44,no,13.3,2.86,MNF
Mizoram,2008,12,10,4,38,0,3,MANGHMUNGA CHINZAH,M,IND,3363,55,ST,15189,19412,LAWNGTLAI EAST,ST,LAWNGTLAI,NA,6,78.25,22.14,no,21.73,2.86,IND
Mizoram,2008,12,10,4,38,0,4,R. ZORAMCHHANA,M,LB,62,27,ST,15189,19412,LAWNGTLAI EAST,ST,LAWNGTLAI,NA,6,78.25,0.41,yes,0.04,2.86,LB
Mizoram,2008,12,10,4,38,0,5,ZALIANA,M,LJP,56,65,ST,15189,19412,LAWNGTLAI EAST,ST,LAWNGTLAI,NA,6,78.25,0.37,yes,0.16,2.86,LJP
Mizoram,2008,12,10,4,38,0,6,C. LALBIAKTHANGA,M,IND,31,48,ST,15189,19412,LAWNGTLAI EAST,ST,LAWNGTLAI,NA,6,78.25,0.2,yes,0,2.86,IND
Mizoram,2008,12,10,4,39,0,1,S. HIATO,M,INC,4772,65,ST,12917,16394,SAIHA,ST,SAIHA,NA,5,78.79,36.94,no,0.8,3.12,INC
Mizoram,2008,12,10,4,39,0,2,H.C. LALMALSAWMA ZASAI,M,MNF,4669,36,ST,12917,16394,SAIHA,ST,SAIHA,NA,5,78.79,36.15,no,12.84,3.12,MNF
Mizoram,2008,12,10,4,39,0,3,DR. K. BEICHHUA,M,IND,3010,46,ST,12917,16394,SAIHA,ST,SAIHA,NA,5,78.79,23.3,no,20.09,3.12,IND
Mizoram,2008,12,10,4,39,0,4,F. LALHMACHHUANA,M,ZNP,415,48,ST,12917,16394,SAIHA,ST,SAIHA,NA,5,78.79,3.21,yes,2.82,3.12,ZNP
Mizoram,2008,12,10,4,39,0,5,M.C. LALBUAIA,M,LJP,51,60,ST,12917,16394,SAIHA,ST,SAIHA,NA,5,78.79,0.39,yes,0,3.12,LJP
Mizoram,2008,12,10,4,40,0,1,P.P. THAWLA,M,MDF,4206,52,ST,12603,15271,PALAK,ST,SAIHA,NA,6,82.53,33.37,no,0.67,3.7,MDF
Mizoram,2008,12,10,4,40,0,2,T.T. VAKHU,M,INC,4122,49,ST,12603,15271,PALAK,ST,SAIHA,NA,6,82.53,32.71,no,15.51,3.7,INC
Mizoram,2008,12,10,4,40,0,3,LAICHO NOTLIA,M,IND,2167,57,ST,12603,15271,PALAK,ST,SAIHA,NA,6,82.53,17.19,no,2.3,3.7,IND
Mizoram,2008,12,10,4,40,0,4,K.T. ROKHAW,M,IND,1877,48,ST,12603,15271,PALAK,ST,SAIHA,NA,6,82.53,14.89,yes,13.43,3.7,IND
Mizoram,2008,12,10,4,40,0,5,N. BEIKHAI,M,MPC,185,50,ST,12603,15271,PALAK,ST,SAIHA,NA,6,82.53,1.47,yes,1.1,3.7,MPC
Mizoram,2008,12,10,4,40,0,6,LALTHLAHLOVA,M,LJP,46,32,ST,12603,15271,PALAK,ST,SAIHA,NA,6,82.53,0.36,yes,0,3.7,LJP
Mizoram,2003,12,9,3,1,0,1,P. P. THAWLA,M,MDF,3716,NA,,8972,10717,TUIPANG,ST,NA,NA,3,83.72,41.42,no,9.35,2.94,MDF
Mizoram,2003,12,9,3,1,0,2,I. P. JUNIOR,M,MNF,2877,NA,,8972,10717,TUIPANG,ST,NA,NA,3,83.72,32.07,no,5.55,2.94,MNF
Mizoram,2003,12,9,3,1,0,3,K. T. ROKHAW,M,INC,2379,NA,,8972,10717,TUIPANG,ST,NA,NA,3,83.72,26.52,no,0,2.94,INC
Mizoram,2003,12,9,3,2,0,1,S. HIATO,M,INC,4771,NA,,12312,16529,SAIHA,ST,NA,NA,4,74.49,38.75,no,2.77,2.94,INC
Mizoram,2003,12,9,3,2,0,2,S. VADYU,M,MDF,4430,NA,,12312,16529,SAIHA,ST,NA,NA,4,74.49,35.98,no,11.73,2.94,MDF
Mizoram,2003,12,9,3,2,0,3,LALRINGA,M,MNF,2986,NA,,12312,16529,SAIHA,ST,NA,NA,4,74.49,24.25,no,23.24,2.94,MNF
Mizoram,2003,12,9,3,2,0,4,M. C. LALBUAIA,M,JD(U),125,NA,,12312,16529,SAIHA,ST,NA,NA,4,74.49,1.02,yes,0,2.94,JD(U)
Mizoram,2003,12,9,3,3,0,1,H. RAMMAWI,M,MNF,2921,NA,,8185,10478,SANGAU,ST,NA,NA,5,78.12,35.69,no,3.01,3.23,MNF
Mizoram,2003,12,9,3,3,0,2,S. T. RUALYAPA,M,IND,2675,NA,,8185,10478,SANGAU,ST,NA,NA,5,78.12,32.68,no,8.82,3.23,IND
Mizoram,2003,12,9,3,3,0,3,F. ROHNUNA,M,INC,1953,NA,,8185,10478,SANGAU,ST,NA,NA,5,78.12,23.86,no,16.42,3.23,INC
Mizoram,2003,12,9,3,3,0,4,H. RENKUNGA,M,IND,609,NA,,8185,10478,SANGAU,ST,NA,NA,5,78.12,7.44,yes,7.11,3.23,IND
Mizoram,2003,12,9,3,3,0,5,LALRAMENGMAWII,F,JD(U),27,NA,,8185,10478,SANGAU,ST,NA,NA,5,78.12,0.33,yes,0,3.23,JD(U)
Mizoram,2003,12,9,3,4,0,1,H. VANLALTHALIANA,M,MNF,6967,NA,,16583,21834,LAWNGTLAI,ST,NA,NA,7,75.95,42.01,no,6.6,3.03,MNF
Mizoram,2003,12,9,3,4,0,2,C. THANGHLUNA,M,INC,5872,NA,,16583,21834,LAWNGTLAI,ST,NA,NA,7,75.95,35.41,no,25.6,3.03,INC
Mizoram,2003,12,9,3,4,0,3,F. MANGHNUNA,M,MZPC,1627,NA,,16583,21834,LAWNGTLAI,ST,NA,NA,7,75.95,9.81,yes,0.56,3.03,MPC
Mizoram,2003,12,9,3,4,0,4,LALCHUNGA CHINZAH,M,BJP,1534,NA,,16583,21834,LAWNGTLAI,ST,NA,NA,7,75.95,9.25,yes,7.05,3.03,BJP
Mizoram,2003,12,9,3,4,0,5,V. LALLIANZUALA,M,ZNP,365,NA,,16583,21834,LAWNGTLAI,ST,NA,NA,7,75.95,2.2,yes,1.4,3.03,ZNP
Mizoram,2003,12,9,3,4,0,6,K. THANCHUTA,M,IND,133,NA,,16583,21834,LAWNGTLAI,ST,NA,NA,7,75.95,0.8,yes,0.29,3.03,IND
Mizoram,2003,12,9,3,4,0,7,F. LALREMRUATA,M,JD(U),85,NA,,16583,21834,LAWNGTLAI,ST,NA,NA,7,75.95,0.51,yes,0,3.03,JD(U)
Mizoram,2003,12,9,3,5,0,1,RASIK MOHAN CHAKMA,M,MNF,4782,NA,,12955,16933,CHAWNGTE,ST,NA,NA,5,76.51,36.91,no,6.23,3.23,MNF
Mizoram,2003,12,9,3,5,0,2,NIRUPAM CHAKMA,M,INC,3975,NA,,12955,16933,CHAWNGTE,ST,NA,NA,5,76.51,30.68,no,2.45,3.23,INC
Mizoram,2003,12,9,3,5,0,3,ALAK BIKASH CHAKMA,M,BJP,3657,NA,,12955,16933,CHAWNGTE,ST,NA,NA,5,76.51,28.23,no,26.03,3.23,BJP
Mizoram,2003,12,9,3,5,0,4,AMARSMRITI CHAKMA,M,MZPC,285,NA,,12955,16933,CHAWNGTE,ST,NA,NA,5,76.51,2.2,yes,0.22,3.23,MPC
Mizoram,2003,12,9,3,5,0,5,PRASANA KUMAR,M,JD(U),256,NA,,12955,16933,CHAWNGTE,ST,NA,NA,5,76.51,1.98,yes,0,3.23,JD(U)
Mizoram,2006,12,9,3,5,1,1,ALAK BIKASH CHAKMA,M,MNF,8194,NA,,14617,20101,Chawngte(ST),ST,NA,NA,3,72.72,56.06,no,19.43,2.22,MNF
Mizoram,2006,12,9,3,5,1,2,NIRUPAM CHAKMA,M,INC,5354,NA,,14617,20101,Chawngte(ST),ST,NA,NA,3,72.72,36.63,no,29.32,2.22,INC
Mizoram,2006,12,9,3,5,1,3,INDRA LAL,M,IND,1069,NA,,14617,20101,Chawngte(ST),ST,NA,NA,3,72.72,7.31,yes,0,2.22,IND
Mizoram,2003,12,9,3,6,0,1,NIHAR KANTI,M,INC,4009,NA,,9004,10645,TLABUNG,ST,NA,NA,5,84.58,44.52,no,6.81,2.86,INC
Mizoram,2003,12,9,3,6,0,2,SAMSON ZORAMTHANGA,M,MNF,3396,NA,,9004,10645,TLABUNG,ST,NA,NA,5,84.58,37.72,no,27.05,2.86,MNF
Mizoram,2003,12,9,3,6,0,3,P. LALBIAKA,M,BJP,960,NA,,9004,10645,TLABUNG,ST,NA,NA,5,84.58,10.66,yes,4.9,2.86,BJP
Mizoram,2003,12,9,3,6,0,4,V. BIAKENGLIANA,M,MZPC,519,NA,,9004,10645,TLABUNG,ST,NA,NA,5,84.58,5.76,yes,4.43,2.86,MPC
Mizoram,2003,12,9,3,6,0,5,VANLALSAWMA,M,JD(U),120,NA,,9004,10645,TLABUNG,ST,NA,NA,5,84.58,1.33,yes,0,2.86,JD(U)
Mizoram,2003,12,9,3,7,0,1,ZODINTLUANGA,M,INC,3272,NA,,8825,10145,BUARPUI,ST,NA,NA,7,86.99,37.08,no,9.87,3.57,INC
Mizoram,2003,12,9,3,7,0,2,LALNUNTLUANGA SAILO,M,MZPC,2401,NA,,8825,10145,BUARPUI,ST,NA,NA,7,86.99,27.21,no,3.09,3.57,MPC
Mizoram,2003,12,9,3,7,0,3,H. THANGRENGA,M,MNF,2128,NA,,8825,10145,BUARPUI,ST,NA,NA,7,86.99,24.11,no,15.15,3.57,MNF
Mizoram,2003,12,9,3,7,0,4,T. KHUMTIRA,M,ZNP,791,NA,,8825,10145,BUARPUI,ST,NA,NA,7,86.99,8.96,yes,7.54,3.57,ZNP
Mizoram,2003,12,9,3,7,0,5,R. ZOHMINGLIANA,M,IND,126,NA,,8825,10145,BUARPUI,ST,NA,NA,7,86.99,1.43,yes,0.67,3.57,IND
Mizoram,2003,12,9,3,7,0,6,V. LALNUNMAWIA,M,IND,67,NA,,8825,10145,BUARPUI,ST,NA,NA,7,86.99,0.76,yes,0.31,3.57,IND
Mizoram,2003,12,9,3,7,0,7,CHAWNGZIKA,M,JD(U),40,NA,,8825,10145,BUARPUI,ST,NA,NA,7,86.99,0.45,yes,0,3.57,JD(U)
Mizoram,2003,12,9,3,8,0,1,LALHMINGTHANGA,M,MZPC,3692,NA,,10882,14959,LUNGLEI SOUTH,GEN,NA,NA,4,72.75,33.93,no,0.57,3.57,MPC
Mizoram,2003,12,9,3,8,0,2,K. LALSANGA,M,MNF,3630,NA,,10882,14959,LUNGLEI SOUTH,GEN,NA,NA,4,72.75,33.36,no,14.89,3.57,MNF
Mizoram,2003,12,9,3,8,0,3,C. LALHMINGLIANA,M,INC,2010,NA,,10882,14959,LUNGLEI SOUTH,GEN,NA,NA,4,72.75,18.47,no,4.23,3.57,INC
Mizoram,2003,12,9,3,8,0,4,F. LAWMZUALI,F,ZNP,1550,NA,,10882,14959,LUNGLEI SOUTH,GEN,NA,NA,4,72.75,14.24,yes,0,3.57,ZNP
Mizoram,2003,12,9,3,9,0,1,DR R. LALTHANGLIANA,M,MNF,4641,NA,,10796,13639,LUNGLEI NORTH,ST,NA,NA,4,79.16,42.99,no,6.39,2.94,MNF
Mizoram,2003,12,9,3,9,0,2,J. LAWMZUALA,M,MZPC,3951,NA,,10796,13639,LUNGLEI NORTH,ST,NA,NA,4,79.16,36.6,no,24.15,2.94,MPC
Mizoram,2003,12,9,3,9,0,3,SAPLIANA CHONGTHU,M,ZNP,1344,NA,,10796,13639,LUNGLEI NORTH,ST,NA,NA,4,79.16,12.45,yes,4.48,2.94,ZNP
Mizoram,2003,12,9,3,9,0,4,K. LALRINLIANA,M,INC,860,NA,,10796,13639,LUNGLEI NORTH,ST,NA,NA,4,79.16,7.97,yes,0,2.94,INC
Mizoram,2003,12,9,3,10,0,1,Z. H. ROPUIA,M,MNF,2595,NA,,9650,11069,TAWIPUI,ST,NA,NA,6,87.18,26.89,no,6.28,5,MNF
Mizoram,2003,12,9,3,10,0,2,V. KAPCHUNGNUNGA,M,MZPC,1989,NA,,9650,11069,TAWIPUI,ST,NA,NA,6,87.18,20.61,no,0.11,5,MPC
Mizoram,2003,12,9,3,10,0,3,K. L. CHHAWNZAUVA,M,INC,1978,NA,,9650,11069,TAWIPUI,ST,NA,NA,6,87.18,20.5,no,0.26,5,INC
Mizoram,2003,12,9,3,10,0,4,VANNEIA HNAMTE,M,ZNP,1953,NA,,9650,11069,TAWIPUI,ST,NA,NA,6,87.18,20.24,no,12.69,5,ZNP
Mizoram,2003,12,9,3,10,0,5,T. TUMSANGA,M,IND,728,NA,,9650,11069,TAWIPUI,ST,NA,NA,6,87.18,7.54,yes,3.33,5,IND
Mizoram,2003,12,9,3,10,0,6,LALCHUNGNUNGA,M,BJP,407,NA,,9650,11069,TAWIPUI,ST,NA,NA,6,87.18,4.22,yes,0,5,BJP
Mizoram,2003,12,9,3,11,0,1,C. LALRINSANGA,M,MNF,2592,NA,,7053,7923,VANVA,ST,NA,NA,5,89.02,36.75,no,4.83,3.12,MNF
Mizoram,2003,12,9,3,11,0,2,P. C. LALTHANLIANA,M,INC,2251,NA,,7053,7923,VANVA,ST,NA,NA,5,89.02,31.92,no,4.14,3.12,INC
Mizoram,2003,12,9,3,11,0,3,LALRINZUALA,M,MZPC,1959,NA,,7053,7923,VANVA,ST,NA,NA,5,89.02,27.78,no,24.78,3.12,MPC
Mizoram,2003,12,9,3,11,0,4,C. LIANMAWIA,M,BJP,211,NA,,7053,7923,VANVA,ST,NA,NA,5,89.02,2.99,yes,2.42,3.12,BJP
Mizoram,2003,12,9,3,11,0,5,R. D. LALRAMMAWIA,M,ZNP,40,NA,,7053,7923,VANVA,ST,NA,NA,5,89.02,0.57,yes,0,3.12,ZNP
Mizoram,2003,12,9,3,12,0,1,F. LALTHANZUALA,M,MZPC,2323,NA,,7722,9450,HNAHTHIAL,ST,NA,NA,4,81.71,30.08,no,5.89,4,MPC
Mizoram,2003,12,9,3,12,0,2,J. LALCHHUANA,M,ZNP,1868,NA,,7722,9450,HNAHTHIAL,ST,NA,NA,4,81.71,24.19,no,1.2,4,ZNP
Mizoram,2003,12,9,3,12,0,3,LALTHUAMA SAILO,M,MNF,1775,NA,,7722,9450,HNAHTHIAL,ST,NA,NA,4,81.71,22.99,no,0.25,4,MNF
Mizoram,2003,12,9,3,12,0,4,H. LALRUATA,M,INC,1756,NA,,7722,9450,HNAHTHIAL,ST,NA,NA,4,81.71,22.74,no,0,4,INC
Mizoram,2003,12,9,3,13,0,1,D.THANGLIANA,M,MNF,2635,NA,,7481,9351,NORTH VANLAIPHAI,ST,NA,NA,3,80,35.22,no,1.4,3.03,MNF
Mizoram,2003,12,9,3,13,0,2,LALKHAMA,M,INC,2530,NA,,7481,9351,NORTH VANLAIPHAI,ST,NA,NA,3,80,33.82,no,2.86,3.03,INC
Mizoram,2003,12,9,3,13,0,3,LALTHANSANGA,M,MZPC,2316,NA,,7481,9351,NORTH VANLAIPHAI,ST,NA,NA,3,80,30.96,no,0,3.03,MPC
Mizoram,2003,12,9,3,14,0,1,K. VANLALAUVA,M,MNF,2821,NA,,9599,11859,KHAWBUNG,ST,NA,NA,6,80.94,29.39,no,1.07,4.17,MNF
Mizoram,2003,12,9,3,14,0,2,B. ZALIANA,M,INC,2718,NA,,9599,11859,KHAWBUNG,ST,NA,NA,6,80.94,28.32,no,10.7,4.17,INC
Mizoram,2003,12,9,3,14,0,3,C. LALSANGLURA,M,ZNP,1691,NA,,9599,11859,KHAWBUNG,ST,NA,NA,6,80.94,17.62,no,1.19,4.17,ZNP
Mizoram,2003,12,9,3,14,0,4,B. THANGDAILOVA,M,MZPC,1577,NA,,9599,11859,KHAWBUNG,ST,NA,NA,6,80.94,16.43,yes,8.47,4.17,MPC
Mizoram,2003,12,9,3,14,0,5,LALTHLAMUANA HNAMTE,M,IND,764,NA,,9599,11859,KHAWBUNG,ST,NA,NA,6,80.94,7.96,yes,7.67,4.17,IND
Mizoram,2003,12,9,3,14,0,6,T. LALRUATKIMA,M,JD(U),28,NA,,9599,11859,KHAWBUNG,ST,NA,NA,6,80.94,0.29,yes,0,4.17,JD(U)
Mizoram,2003,12,9,3,15,0,1,ZORAMTHANGA,M,MNF,5664,NA,,15094,18657,CHAMPHAI,ST,NA,NA,5,80.9,37.52,no,1.76,2.94,MNF
Mizoram,2003,12,9,3,15,0,2,LAL THANHAWLA,M,INC,5399,NA,,15094,18657,CHAMPHAI,ST,NA,NA,5,80.9,35.77,no,9.52,2.94,INC
Mizoram,2003,12,9,3,15,0,3,C. THANGKHUMA,M,ZNP,3962,NA,,15094,18657,CHAMPHAI,ST,NA,NA,5,80.9,26.25,no,25.94,2.94,ZNP
Mizoram,2003,12,9,3,15,0,4,V. LALTHANSIAMA,M,JD(U),47,NA,,15094,18657,CHAMPHAI,ST,NA,NA,5,80.9,0.31,yes,0.17,2.94,JD(U)
Mizoram,2003,12,9,3,15,0,5,R. MALSAWMA,M,IND,22,NA,,15094,18657,CHAMPHAI,ST,NA,NA,5,80.9,0.15,yes,0,2.94,IND
Mizoram,2003,12,9,3,16,0,1,LALRINLIANA SAILO,M,INC,2270,NA,,6062,7495,KHAWHAI,ST,NA,NA,5,80.88,37.45,no,13.79,3.7,INC
Mizoram,2003,12,9,3,16,0,2,R. LALAWIA,M,MNF,1434,NA,,6062,7495,KHAWHAI,ST,NA,NA,5,80.88,23.66,no,2.69,3.7,MNF
Mizoram,2003,12,9,3,16,0,3,K. L. LIANCHIA,M,MZPC,1271,NA,,6062,7495,KHAWHAI,ST,NA,NA,5,80.88,20.97,no,3.35,3.7,MPC
